id,e_code,title,info,e_type,halal_status
321,E436,Polyoxyethylene sorbitan tristearate,"It is a synthetic stabilizer and emulsifier.    It is obtained derived from the mixture of Ethylene Oxide, Sorbitol (E420) and Oleic Acid.    
 Polysorbates contain fatty acids almost always derived from vegetable oils, but the use of animal fats, including pork, is not totally excluded and is up to the producer.     
 Probably the carcinogenic effects, as well as the reproductive effects observed in laboratory animals.    Possibility of allergy to the skin in some people, digestive disorders, effects on the gastrointestinal tract (hypermotility, diarrhea, inflammation), metabolism, liver assignment.",Stabiliser - Emulsifier,Doubtful
322,E440,Pectins (i) pectin (ii) amidated pectin,emulsifier,emulsifier,Doubtful
323,E440A,Pectins,"It is a natural thickener and gelling agent. Pectin is a polysaccharide that makes up the cells of plant tissues.  
  Commercial pectin, which is often used to thicken jams and jellies, is extracted from dried apple marc, dried bark (both fruit juice and cider residues) or citrus mesocarps. 
 By hot addition of diluted acid.  
 No side effects have been found. ",Thickener - Gelling agent,Halal
324,E440B,Amidated Pectin,"It is a natural thickener and gelling agent.    Pectin is a polysaccharide that makes up the cells of plant tissues. Commercial pectin, which is often used to thicken jams and jellies, is extracted from dried apple marc, dried bark (both fruit juice and cider residues) or citrus mesocarps. By hot addition of diluted acid.    
 The treatment of the initial pectin with a dilute acid gives weakly esterified pectins. When this process comprises ammonium hydroxide (ammonia), the amidated pectins (E440 B) are obtained. 
 No side effects have been found.",Stabiliser - Thickener,Halal
325,E441,Superglycerinated hydrogenated rapeseed oil,"It  is a synthetic emulsifier.  Hydrogenated oil is an oil treated with hydrogen injection at high pressure, the term  superglycerin indicates that an excess of glycerol has been added later. 
 It is known that partially hydrogenated and, to a lesser extent, fully hydrogenated oils are harmful, including weight problems, cholesterol, cardiovascular diseases, cancers, autoimmune diseases and allergies.",Emulsifiers,Doubtful
326,E442,Ammonium salts of phosphatidic acid,"It is a synthetic emulsifier.   Ammonium salts of phosphatidic acid, a mixture of ammonium salts of phosphorylated glycerides. 
 The phosphatidic acid is it is usually derived from partially cured (partially hydrogenated) rapeseed oil.  
 In low doses European Food Safety Authority (EFSA), does not report any health problems. 
 In large doses can cause digestive problems and inhibit the assimilation of minerals.",Emulsifier,Halal
327,E443,Brominated vegetable oils,"It is an emulsifier and stabilizer.   The brominated vegetable oil is bonded to the atoms of the bromine element. Bromine is a substance for smoking with an acrid odor classified in toxic gases and vapors, it is very toxic by inhalation, ingestion and contact.   Brominated vegetable oil is little studied. 
 It is known that brominated compounds are toxic (or even carcinogenic), neurotoxic and genotoxic.",Stabiliser  - Emulsifier,Doubtful
328,E444,Sucrose acetate isobutyrate,"It is a synthetic stabilizer and emulsifier. It is a chemical mixture of sucrose esters with acetic and isobutyric acids. It comes in the form of a clear liquid, straw-colored, transparent, without deposits and with a mild odor. 
 This substance causes the suspended elements not to settle on the bottom of the bottle   and remain scattered throughout the drink. 
 In large doses can cause alterations in the liver and bile in laboratory animals,  it remains to be proven if it is the same effect in humans.",Stabiliser - Emulsifier,Doubtful
329,E445,Glycerol esters of rosin,"It is a synthetic stabilizer. It is obtained by reaction of the resin extracted from old pines and firs with Glycerol (E422), which gives it a sweet taste.    It is divided into 3 classes: Resin Glyceride Esters, Glyceride Esters of Pine Oil Rosin and Glyceride Esters of Wood Rosin.      
 No side effects have been found.   
 High intakes can alter calcium / phosphate balance, headache, nausea, vomiting,  dehydration, diarrhea, thirst, dizziness and confusion. ",Stabiliser,Doubtful
330,E446,Succistearin,"It is an emulsifier.  There is not much information for this additive.   No side effects have been found.    It is an ester of succinic acid (E363) and a saturated fatty acid, stearic acid (E570).",Emulsifier,Doubtful
331,E450,Diphosphates,"It is a synthetic stabilizer and acidity regulator.  You get derivatives of phosphoric acid (E338).  
 This additive is divided into 9 classes: Disodium Diphosphate, Trisodium Diphosphate, Tetrasodium Diphosphate,Dipotassium Diphosphate, Tetrapotassium Diphosphate, Dicalcium Diphosphate, Calcium Acid Diphosphate, Dimagnic Diphosphate and Dihydrogen Magnesium Diphosphate.   
  Special attention to the loss of bone calcium, osteoporosis, children (hyperactivity and other behavioral disorders), kidneys, chronic renal failure. 
 They could promote the activity of known carcinogens.",Stabiliser - Acidity regulator,Halal
332,E451,Triphosphates,"It is a synthetic stabilizers and acidity regulator.     You get derivatives of phosphoric acid (E338).   
 This additive is divided into 3 classes: Pentasodium Triphosphate, Pentapotassium Triphosphate and Sodium-Potassium Triphosphate.    
 Special attention to the loss of bone calcium, osteoporosis, children (hyperactivity and others)   behavioral disorders), kidneys, chronic renal failure. 
 They could promote the activity of known carcinogens.",Stabiliser - Acidity regulator,Doubtful
333,E452,Polyphosphates,"It is a synthetic stabilizer and acidity regulator.     You get derivatives of phosphoric acid (E338).   
 This additive is divided into 3 classes: Sodium Polyphosphate, Potassium Polyphosphate, Sodium-Calcium Polyphosphate, Calcium Polyphosphate and Ammonium Polyphosphate.  
  Special attention to the loss of bone calcium, osteoporosis, children (hyperactivity and others)   behavioral disorders), kidneys, chronic renal failure.     
 They could promote the activity of known carcinogens.",Stabiliser - Acidity regulator,Doubtful
334,E456,Potassium Polyaspartate,"It is a stabilizer.    Potassium polyaspartate is the potassium salt of a polymer of aspartic acid, one of the 20 amino acids that make up proteins.     
 Improves the quality of maintenance and stability of wine and its use does not have an impact on sensory properties.   
  It is a recent additive.   Few data available. Officially the additive is reported harmless.",Stabiliser,Doubtful
335,E457,Cyclodextrin,"It is a stabilizer and thickener.    Alpha Cyclodextrin is a saccharide in the form of a circular cage of natural origin that It allows to encapsulate several molecules, in particular the aromas.   
 The product is obtained by the action of an enzyme produced by a bacterium in the starch   partially hydrolyzed.    
 They are used in the food, pharmaceutical and chemical industries, as well as in agricultural engineering and environmental.    Alpha Cyclodextrin is synthesized through an enzyme whose gene encoder comes from a bacillus fecal flora.This can be toxic to health.",Stabiliser - Thickener,Doubtful
336,E458,Gamma-cyclodextrin,"It is a stabilizer and thickener.   The gamma-cyclodextrin is a saccharide in the form of a circular cage of natural origin that allows to encapsulate various molecules, in particular the aromas. 
 The product is obtained by the action of an enzyme produced by a bacterium in the partially hydrolyzed starch.    
 The agri-food industry has commonly (and for more than 20 years in Japan) used cyclodextrins as a flavor enhancer by allowing easy addition of flavor compounds or by fixing molecules that are too volatile and prolonging, for example, the flavor duration of the gums of chew.     
 Few data available. Officially the additive is reported harmless.",Stabiliser - Thickener,Doubtful
337,E459,beta-Cyclodextrin,"It is a stabilizer and thickener.    A cycle-dextrin is a cage molecule used to encapsulate several molecules of food additives, flavors and vitamins, among others.    
  The agri-food industry has commonly (and for more than 20 years in Japan) used cyclodextrins as a flavor enhancer by allowing easy addition of flavor compounds or by fixing molecules that are too volatile and prolonging. 
 Beta-cyclodextrin appears more frequently as safe .",Stabiliser - Thickener,Doubtful
338,E460,Celluloses,"It is a synthetic stabilizer and thickener.    Natural cellulose is a non-digestible carbohydrate for humans that consists of in a long chain of molecules of D-Glucose, which is the main constituent of plants and, in particular, the walls of your cells. 
    Cotton is an important source (90%), as well as wood. 
  Reported inoffensive but not unanimously: conflicting reports and cancer risks. ",Stabiliser - Thickener,Halal
339,E461,Methyl cellulose,"It is a synthetic stabilizer and thickener. It is obtained by the treatment with mineral acids of alpha-cellulose extracted from vegetable fibers, these fibers come from a high percentage of cotton.   
 Found in sterilised, pasteurised and UHT cream, low-calorie cream and pasteurised low-fat cream, laxatives, sun creams and amongst other things, wallpaper paste.  
 May cause asthma, intestinal blockage, itching, skin rash and swallowing difficulty.",Stabiliser - Thickener,Halal
340,E462,Ethyl cellulose,"It is a synthetic stabilizer and thickener.    It is obtained by the treatment with mineral acids of alpha-cellulose extracted from vegetable fibers, these fibers come from a high percentage of cotton. 
 There are conflicting reports. Cellulose is not digestible for humans but can be fermented in the large intestine and colon in the form of fibers, however, the long-term effect on habitual consumption of artificially added fiber in food has not yet been studied in people. ",Stabiliser - Thickener,Doubtful
341,E463,Hydroxypropyl cellulose,"It is a synthetic stabilizer and thickener.    It is obtained by the treatment with mineral acids of alpha-cellulose extracted from vegetable fibers, these fibers come from a high percentage of cotton.  
 There are conflicting reports. Cellulose is not digestible for humans but can be fermented in the large intestine and colon in the form of fibers, however, the long-term effect on habitual consumption of artificially added fiber in food has not yet been studied in people.",Stabiliser - Thickener,Halal
342,E464,Hydroxypropyl methyl cellulose,"It is a synthetic stabilizer and thickener.    It is obtained by the treatment with mineral acids of alpha-cellulose extracted from vegetable fibers, these fibers come from a high percentage of cotton.  
 There are conflicting reports. Cellulose is not digestible for humans but can be fermented in the large intestine and colon in the form of fibers, however, the long-term effect on habitual consumption of artificially added fiber in food has not yet been studied in people.",Stabiliser - Thickener,Halal
343,E465,Methyl ethyl cellulose,"It is a synthetic stabilizer and thickener. It is obtained by the treatment with mineral acids of alpha-cellulose extracted from vegetable fibers, these fibers come from a high percentage of cotton. 
 There are conflicting reports. Cellulose is not digestible for humans but can be fermented in the large intestine and colon in the form of fibers, however, the long-term effect on habitual consumption of artificially added fiber in food has not yet been studied in people.",Stabiliser - Thickener,Halal
344,E466,Sodium carboxymethyl cellulose ,"It is a synthetic stabilizer and thickener.  It is obtained by the treatment with mineral acids of alpha-cellulose extracted from vegetable fibers, these fibers come from a high percentage of cotton. 
 There are conflicting reports. Cellulose is not digestible for humans but can be fermented in the large intestine and colon in the form of fibers, however, the long-term effect on habitual consumption of artificially added fiber in food has not yet been studied in people.",Stabiliser - Thickener,Halal
345,E467,Ethyl hydroxyethyl cellulose,"It is a synthetic stabilizer and thickener.    It is obtained by the treatment with mineral acids of alpha-cellulose extracted from vegetable fibers, these fibers come from a high percentage of cotton.  
 There are conflicting reports. Cellulose is not digestible for humans but can be fermented in the large intestine and colon in the form of fibers, however, the long-term effect on habitual consumption of artificially added fiber in food has not yet been studied in people",Stabiliser - Thickener,Doubtful
346,E468,Cross-linked sodium carboxymethyl cellulose,"It is a synthetic stabilizer and thickener.    It is obtained by the treatment with mineral acids of alpha-cellulose extracted from vegetable fibers, these fibers come from a high percentage of cotton. 
 There are conflicting reports. Cellulose is not digestible for humans but can be fermented in the large intestine and colon in the form of fibers, however, the long-term effect on habitual consumption of artificially added fiber in food has not yet been studied in people.",Stabiliser - Thickener,Doubtful
347,E469,Sodium carboxymethyl cellulose,"Sodium carboxymethylcellulose (E466), which is hydrolyzed by the fungus Trichoderma reesei cellulase (obtained by the treatment with mineral acids of alpha-cellulose). 
 Chemical derivative of a cellulose whose origin can be transgenic. The E469 would be widely used in the European Union in the so-called  light foods. 
 It is also used in preparations of vitamins and minerals (nutrients), enzymes, and also as an additive. 
 There are reports that cellulose is not digestible for humans but can be fermented in the large intestine and colon in the form of fibers.",Stabiliser - Thickener,Halal
348,E470,Salts of fatty acids,"It is a synthetic emulsifier, stabilizer and antiglare.    
 A set of fatty acids chemically bound with aluminum, ammonium, calcium, potassium and / or sodium. 
  Fatty acids are originally found in animal and plant cells.    E470 is certainly doubtful if it is not toxic due to its possible aluminum (E173) and / or ammonium content.", Stabiliser  - Emulsifier - Anticaking,Doubtful
349,E470A,"Salts of myristic, palmitic and stearic acids with ammonia, calcium, potassium and sodium","It is a synthetic emulsifier, stabilizer and anticaking. Fatty acids are originally found in animal and plant cells. 
 The additive is formed by a mixture of stearic, oleic, palmitic and myristic acids and then chemically linked with sodium, potassium and / or calcium.  
 The raw materials used are mainly edible fats (soy, corn, rapeseed), probably transgenic; However, a source of animal fat is also possible, including pork. 
 Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected. ",Stabiliser  - Emulsifier - Anticaking,Doubtful
350,E470B,Magnesium stearate,"It is a synthetic emulsifier, stabilizer and anticaking. Fatty acids are originally found in animal and plant cells.    The additive is formed by a mixture of stearic, oleic, palmitic and myristic acids and then chemically linked with sodium, potassium and / or calcium. 
   The raw materials used are mainly edible fats (soy, corn, rapeseed), probably transgenic; However, a source of animal fat is also possible, including pork. 
   Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Emulsifier - Anticaking,Doubtful
353,E471,Mono- and di- glycerides of fatty acids,"It is a natural emulsifier and antioxidant.   Mono and diglycerides are products of the degradation of fats.   It is used to lengthen the time of a product and to be in a wet state (avoid drying).  
  The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. However, a source of animal fat, including pork.  
  To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used.   
  Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.", Stabiliser  - Antioxidants,Doubtful
354,E472,Esters of mono- and diglycerides,"It is a natural emulsifier and antioxidant.   Esters of synthetic fats, produced from glycerol, fatty acids.    
 It is used to lengthen the time of a product and to be in a wet state (avoid drying). 
   The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. 
 However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used. 
   Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
355,E472A,Acetic and fatty acid esters of glycerol,"It is a natural emulsifier and antioxidant.   Esters of synthetic fats, produced from glycerol, fatty acids.    
 It is used to lengthen the time of a product and to be in a wet state (avoid drying). 
   The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. 
 However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used. 
   Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
356,E472B,Lactic and fatty acid esters of glycerol,"It is a natural emulsifier and antioxidant.   Esters of synthetic fats, produced from glycerol, fatty acids.    
 It is used to lengthen the time of a product and to be in a wet state (avoid drying). 
   The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. 
 However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used. 
   Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
357,E472C,Citric and fatty acid esters of glycerol,"It is a natural emulsifier and antioxidant.   Esters of synthetic fats, produced from glycerol, fatty acids.    
 It is used to lengthen the time of a product and to be in a wet state (avoid drying). 
   The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. 
 However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used. 
   Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
358,E472D,Tartaric acid esters of mono- and di-glycerides of fatty acids,"It is a natural emulsifier and antioxidant.   Esters of synthetic fats, produced from glycerol, fatty acids.    
 It is used to lengthen the time of a product and to be in a wet state (avoid drying). 
   The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. 
 However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used. 
   Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
359,E472E,Diacetyltartaric and fatty acid esters of glycerol,"It is a natural emulsifier and antioxidant.   Esters of synthetic fats, produced from glycerol, fatty acids.    
 It is used to lengthen the time of a product and to be in a wet state (avoid drying). 
   The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. 
 However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used. 
   Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
360,E472F,"Mixed esters (tartaric, acetic) of mono- and diglycerides ","It is a natural emulsifier and antioxidant.   Esters of synthetic fats, produced from glycerol, fatty acids.    
 It is used to lengthen the time of a product and to be in a wet state (avoid drying). 
   The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. 
 However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used. 
   Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
361,E472G,Succinylated monoglycerides,"It is a natural emulsifier and antioxidant.   Esters of synthetic fats, produced from glycerol, fatty acids.    
 It is used to lengthen the time of a product and to be in a wet state (avoid drying). 
   The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. 
 However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used. 
   Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
369,E473,Sucrose esters of fatty acids,"It is a natural emulsifier and antioxidant.   A sucrose ester is the ester of a fatty acid and a sugar, usually sucrose.   
 It is used to lengthen the time of a product and to be in a wet state (avoid drying).  
 The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used.    
 Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
370,E473A,Sucrose oligoesters,"It is a natural emulsifier and antioxidant.   A sucrose ester is the ester of a fatty acid and a sugar, usually sucrose.   
 It is used to lengthen the time of a product and to be in a wet state (avoid drying).  
 The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used.    
 Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
371,E474,Sucroglycerides,"It is a natural emulsifier and antioxidant.   A sucrose ester is the ester of a fatty acid and a sugar, usually sucrose.   
 It is used to lengthen the time of a product and to be in a wet state (avoid drying).  
 The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. However, a source of animal fat, including pork.  
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used.    
 Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
372,E475,Polyglycerol esters of fatty acids,"It is a natural emulsifier and antioxidant.   
 The polyglycerol esters of the fatty acids are synthesized by a reaction of glycerol (E422) polymerized with fats, oils or fatty acids from the diet. 
  It is used to lengthen the time of a product and to be in a wet state (avoid drying).  
 The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. However, a source of animal fat, including pork. 
 To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used.  
 Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
373,E476,Polyglycerol esters of interesterified ricinoleic acid,"It  is a natural emulsifier and antioxidant.   Polyglycerol polyricinoleate is synthesized from molten fatty acids of castor oil and polyglycerol.    It is used in substitution of cocoa butter and reduce fat.   
 The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. However, a source of animal fat, including pork. 
  To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used.  
  Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
374,E477,Propylene glycol esters of fatty acids,"It is a natural emulsifier and antioxidant.   It is obtained by synthesis of propylene glycol (E1520) and fatty acids. The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. 
 This oil can also be hydrogenated. However, a source of animal fat, including pork.  
  It is used to lengthen the time of a product and to be in a wet state (avoid drying).  
  To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used.    Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
375,E478,Lactylated fatty acid esters of glycerol and propylene glycol,"It is a natural emulsifier and antioxidant.   Combination of lactic acid (E270), glycerol (E422), propanediol (E1520) and natural fats / fatty acids (E570). 
 The origin of the fat is essentially vegetable, but it does not exclude an animal origin, including the pig. It is used to form or preserve a mixture of substances that normally can not be mixed, for example oil and water.  
  Currently serious harmful effects are admitted, such as breast cancer, hypercholesterolemia, atherosclerosis, diabetes (insulin resistance), cardiovascular risks, hepatic dysfunction, reproductive toxicity with obstetric effects, as psychiatric consequences proven or suspected.",Stabiliser  - Antioxidants,Doubtful
376,E479,Thermally oxidized soya bean oil interacted with monoand diglycerides of fatty acids,"It is a natural emulsifier.  The most used raw material is vegetable: soybean oil, which is usually extracted from a total or partially transgenic plant. This oil can also be hydrogenated. 
 However, a source of animal fat, including pork. To extract vegetable fatty acids, toxic hydrocarbon derivatives such as hexane or tetrachlorethylene are often used. 
 The origin of the oils, both soy glycerides and fatty acids, is likely to be transgenic.  
 The additive officially contains a very small amount of oxirane, a toxic and carcinogenic agent. It is used in oils to make frying and industrial oils.",Emulsifier,Doubtful
377,E479b,Thermally oxidized soya bean oil interacted with mono- and diglycerides of fatty acids,emulsifier,emulsifier,Doubtful
378,E480,Dioctyl sodium sulfosuccinate,"It is a natural emulsifier and an antioxidant.   Produced by reaction between a suitable alcohol and anhydrous maleic acid, followed by a reaction with sodium bisulfite. 
 Little information available as a food additive.   Several sources report a possible laxative effect.", Emulsifier  - Antioxidants,Doubtful
379,E481,Sodium lactylates,"It is a synthetic emulsifier and a stabilizer. It is composed of stearic acid (a saturated fatty acid), lactic acid (E270) and is neutralized with the sodium base. 
 It is often reported that they are harmless or harmless within the limits of the allowable daily intake. It is an additive whose safety is little known, risk of digestive disorders. ", Emulsifier - Stabiliser ,Doubtful
380,E482,Calcium lactylates,"It is a synthetic emulsifier and a stabilizer. It is composed of stearic acid (a saturated fatty acid), lactic acid (E270) and is neutralized with the sodium base. It is divided into 2 classes: Stearoyl calcium lactylate and calcium oleic lactylate. 
 It is often reported that they are harmless or harmless within the limits of the allowable daily intake. 
 It is an additive whose safety is little known, risk of digestive disorders.",Emulsifier - Stabiliser ,Doubtful
381,E483,Stearyl tartrate,"It is a synthetic emulsifier and a stabilizer.   A combination of stearic acid and tartaric acid (E334), which results in a mixture of several compounds.  
 Tartaric acid exists, among other things, in abundance in grapes. It is the origin of the tartar deposited in the wine bottles.   Stearic acid is a fatty acid that is abundant in all animal or vegetable fats to a lesser extent. 
 Its commercial version is often a mixture of stearic and palmitic acid. 
 It is often reported that they are harmless or harmless within the limits of the allowable daily intake. It is an additive whose safety is little known, risk of digestive disorders.",Emulsifier - Stabiliser  ,Doubtful
382,E484,Stearyl citrate,"A combination of stearic acid and citric acid, which results in a mixture of several compounds.   Stearic acid is a fatty acid that is abundant in all animal or vegetable fats to a lesser extent. 
 Its commercial version is often a mixture of stearic and palmitic acid. 
 In general it is reported harmless.   It is a chemical whose safety is little known, with risk of digestive alterations.",Emulsifier - Sequestrant ,Doubtful
383,E485,Sodium stearoyl fumarate,"It is a synthetic ester of fumaric acid (E297) and stearic acid (E570). A second chemical reaction makes it possible to produce a sodium salt. 
 The origin is fat (animal or vegetable).   It is used to form or preserve a mixture of substances that normally can not be mixed, for example: oil and water.  
 It does not appear to be subject to special precautions, although the pure substance is dangerous by ingestion.",Emulsifier,Doubtful
384,E486,Calcium stearoyl fumarate,"It is a synthetic ester of fumaric acid (E297) and stearic acid (E570). A second chemical reaction makes it possible to produce a calcium salt. 
 The origin is fat (animal or vegetable).   It is used to form or preserve a mixture of substances that normally can not be mixed, for example: oil and water.  
 It does not appear to be subject to special precautions, although the pure substance is dangerous by ingestion.",Emulsifier,Doubtful
385,E487,Sodium laurylsulfate ,"It is a synthetic ester of lauric acid (E297) and sulfuric acid (E570). This ester is neutralized with sodium carbonate (E500i). 
 It is a strong ionic surfactant that, in addition to its food allocation by Codex, is used in household products such as toothpastes, shampoos, shaving foams or bubble baths for its thickening effects and its ability to create a foam. 
 It is generally synthesized by treating lauric alcohol with sulfur trioxide gas (industrial method). 
 The product obtained is then neutralized by the addition of sodium hydroxide or carbonate. Lauryl alcohol is usually derived from cheap coconut or palm oil by hydrolysis, which releases its fatty acids, followed by hydrogenation. 
 The pure substance remains classified as harmful by ingestion, inhalation and dermal absorption. There are toxic effects by ingestion. These are reactions of allergic sensitivity through cosmetics, toothpastes, etc. that are reported more frequently.",Emulsifier,Doubtful
386,E488,Ethoxylated mono- and di-glycerides,"The ethoxylated mono and diglycerides are made of edible fats. These fats come mainly from plants, but an animal source is not excluded. 
  Edible fats are broken down with glycerin in a process called glycerolysis to give the mono and diglycerides.    Mono and diglycerides of fatty acids E471, of which E488 is derived from the reaction with ethylene oxide. 
 The ethoxylated mono- and diglycerides are distinguished essentially by an additional reaction with ethylene oxide, a carcinogenic listed compound.",Emulsifier,Doubtful
387,E489,Methyl glucoside-coconut oil ester,It does not have much information regarding its origin or its toxicity in humans. It is a little known additive. ,Emulsifier,Doubtful
388,E490,"Propane-1,2-diol",Unknown,Unknown,Doubtful
